,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
3709,552.4499458483969,925.6568027977304,225.99886496168403,142.4426661847208,239.17065381412235,284.3981713331014,1032.0117253048188,173.70751850210948,81.9343323166037,,163.50886893757365,680.316802986913,-1551.9568696437302
9960,545.315248921813,981.8991319360963,226.5069424971188,128.60761728272013,227.6628687545448,302.68646512831833,811.0399947948189,159.19502935004806,92.77054579295857,176.05679938024636,149.67197094860737,761.751777285328,-1544.1105339810629
762,539.3489902524464,778.0601219853106,267.8176159342176,135.21596540609187,267.9955278637284,,786.2512815981229,183.8338025627296,89.04890580524689,178.97159580077306,176.78127460341747,770.2651677531023,-1274.1694945138722
5355,515.9760444502676,983.8551368733506,269.64237541438285,105.33076718741663,278.83962742965815,361.627288100009,815.1099956220451,180.47369884104342,84.47356723380788,203.26349062330962,177.81560238781276,660.4104707144463,-1525.7481066340874
9511,539.3240379073256,940.4999961242074,293.83355863025173,132.8229056000996,320.11429815731714,353.6202113971528,871.3170987447788,164.0829292728424,94.40093973549217,,173.7994158572507,890.3285151352795,-1586.6700240434789
5852,544.9302171971034,976.9456321699071,276.7476175226338,137.46714431240932,211.38667189424964,271.98144839780394,987.7619547249901,154.59723945257477,78.99343766121265,190.02299141218285,149.53854863989855,775.0060704208141,-1669.2758720080697
6109,537.1101984586603,1006.0056144759826,252.12159603375386,126.9993844818057,274.63157186909666,406.99679264460156,999.1884033983498,180.6219758280364,85.33636073554261,209.6163962304414,194.81409415764668,763.6880661282505,-1684.7435897326106
5132,545.5269934361913,1048.7534494315844,320.1918176793506,136.7684881198947,203.0524264044391,269.77582912876653,856.1895733989381,,88.91190254838381,181.6448233152945,176.44371541615493,863.6152432868597,-1683.7272364384924
6444,536.9332702930449,930.6436877707615,238.82834828312727,93.86694475041674,406.8307488811621,383.0538901140819,955.0263944376418,154.28207838540584,74.39234768304428,170.85098421990776,196.19522775393492,694.7465270673514,-1448.0268684501423
5383,510.05576530331314,996.423869260285,270.6410624815614,117.45568584046097,202.36299253480055,189.18539815526742,895.400557738251,180.52972262035783,83.48278336209623,194.65775529051893,170.05602256316257,947.918545882734,-1637.3431961650797
465,543.1354012301898,899.817058423624,272.61196462910567,144.77155203303894,222.16069202044577,413.04519883989553,850.3018664214293,,81.19897829585832,198.21984880909633,149.73463602630963,696.5980172957536,-1583.5637650839685
4253,547.3465642561686,838.619284318144,323.2133743563718,137.48967688772487,244.31065250512134,342.68690895914415,901.9107811773109,156.6992355184115,98.40116323546978,179.56374518963247,168.46565288269895,670.3968808568228,-1523.499837912206
6593,513.3016229969537,917.1619692838875,263.31427859051234,121.60770401008662,219.37892142161118,323.2159655968804,913.1238952998533,193.2361712936842,90.27683101322688,186.24488352226044,182.90420411875746,749.256047631194,-1554.8203796080604
497,,1035.5723567946643,236.41600953260317,121.75680863686154,282.1094191029964,276.1646680911226,976.8866538718158,163.310348698128,90.3486063101807,153.3431354149048,158.47745754187318,872.0154847140541,-1638.9683013896915
1347,573.5811129255787,865.2609686582265,341.7700589469925,138.83993167225634,157.99320425929943,290.5888472498601,900.7557374655604,119.14093556999134,81.85419322705043,180.93667798171316,155.008256546827,742.6324579709478,-1635.4208917774167
1289,546.1775716443493,896.0438552248975,309.01453040157014,120.74752878965656,301.25388224809757,368.26659315809286,899.1728077521011,169.21836622633262,73.20148959680608,179.83747623796722,148.62071281258702,706.9993505486142,-1529.73229209669
2083,523.1217277607066,851.9858154337504,279.973716274571,105.07737772728576,257.9250502231336,363.7825182480516,1030.073001715159,190.03551665425238,86.72387998239968,174.22104827669776,150.96568291977448,845.9585237435683,-1629.2904254200969
4472,574.9631613941876,965.142756911571,,108.05546888893434,271.94749267464005,267.460895848229,911.7749005222147,,84.25902106663273,198.60602753341908,131.60535390895083,866.9051346783341,-1687.8787651652683
7137,552.6890584716115,923.350609578329,267.00974688289494,149.45565325339933,300.08903169801675,354.9467121156233,796.874855855482,134.8895256420643,75.40187569261198,176.84705083196707,170.9275405541101,729.0456540723961,-1465.2114150592638
8831,537.222534631824,999.726926394794,274.0742483613493,145.81273631319468,332.1392927966744,258.01035106264595,846.5994144666406,198.76263249110875,90.7555448987346,196.93559735677132,181.04213285267804,980.6531558299222,-1547.8806467948607
8425,471.24384783918117,977.884033144109,295.33267021890634,110.16043954940949,247.27730695641975,293.9931756060299,689.2691804471848,160.06792489114096,77.99461604378715,197.03039465127617,141.71343401423908,893.610605738834,-1568.6701858340532
4438,519.5582080511738,847.1252948844112,266.24702443259105,137.20531604574214,229.41750951041908,401.0863483011595,856.0732489365116,139.37070273071993,77.87702933890412,,158.97972911972843,582.6153962973838,-1485.4354499352423
5951,539.5149192946303,868.5083550265515,332.1842893197548,152.61182965790138,233.64149583887902,334.71671765811374,1016.00711020756,156.17233943491516,83.80950734950963,199.96352301050229,148.18507495513256,957.0506027311018,-1736.5348106560766
1140,528.4932341336545,845.3345410436555,316.35261692951866,128.37076353983016,192.81722957095678,343.99664192153404,887.6521687081618,174.06121272446595,75.15319845669539,167.09129157868102,153.70439479603814,1016.8767174488783,-1655.885700207107
7208,523.2446538012692,915.8662563072046,263.5406872096404,103.83599947936328,298.8760053195585,300.4897000486991,1019.2050921246968,184.3096670516056,91.14688183355707,,168.0971677699142,722.4622829769444,-1564.0791772746165
8866,549.7155347692817,939.8109646992245,232.42352942060126,99.83925779012283,239.34090087417536,385.0531845407677,914.4921990693906,172.16631702564095,87.12559280019883,180.16879093561167,145.3023774563556,,-1658.5268597340657
5708,528.7560303261628,858.9121087051093,,122.48509730057485,314.42134655379266,229.56454869700752,961.4000912557281,177.3312056796845,83.11739156919843,197.06974142976253,159.3689215836907,932.6631612357357,-1538.8643965642636
9239,,931.0188488807015,294.8172948594855,71.81373277780598,184.5347565651676,302.88167077409537,862.838392620908,173.5434165224348,87.0556202112602,179.6626143078663,163.55918580221797,783.9534162648957,-1618.5754390851557
7437,576.7344843776204,1027.6737147290323,331.10584926745986,96.43486027671045,307.0858236010167,304.9076139186357,874.8899808066634,166.50000440979653,103.76209921616883,184.93869776210795,151.9578194928705,707.5417935465146,-1624.552227109556
9594,530.8883678850328,908.1224673343752,267.70196455988366,103.95248667113168,149.80072040295113,360.81652641120905,790.5554681082418,162.53683463212298,89.51967575361022,185.17939119913896,154.6332651811103,,-1612.719414512422
9777,518.9819849665113,986.9711507187368,230.24448731911724,159.2547372791374,255.57398175521638,312.11786984287977,878.7748890159831,162.1935256926056,98.5630488140715,166.92945950671339,,930.1597891833967,-1610.1490171626233
651,586.2331923543811,938.6338089587744,351.5271867560508,110.75456846452335,196.8055115933923,246.87974322190126,804.9634555683307,127.00797327403109,102.05663013528817,168.77293289164726,160.46878460415786,678.795020240098,-1573.6933426532564
3422,516.3231498886524,889.4662648261941,293.5849377617489,111.80461600476691,239.17036418574688,335.0099815850004,829.4761399019221,161.32279594226796,78.6262665667142,188.1314242303591,,914.5420038141842,-1586.3415795227365
6314,559.6422472181893,933.2141628133536,295.8705624021822,117.99566056162573,367.95458971711173,365.4820299870138,996.6796918287121,152.00680904465372,84.66234670947316,200.35751508527835,166.66875448448909,883.6160697518355,-1643.5622806939928
3990,518.5804745641024,879.8358740925975,303.2404116715788,133.2744825445753,282.367912716077,483.49284410198334,821.5060179516548,,78.00814832698896,181.06440268912004,150.28860534162072,801.0037897196008,-1608.4186351083342
6589,543.1863428462914,980.3692529363141,,,228.2135716939358,256.8139932932373,780.2120741934227,188.54067101910678,89.23157350077581,201.73889009504285,196.15087163187624,815.3287840558436,-1526.9268722568024
1361,537.0223480011596,896.5510196468018,309.3427069307929,124.52266221522237,224.3149496596851,321.45209824188623,899.6251144311966,193.90818928425477,89.48118618188042,201.4696861154121,192.7026285432629,785.7085053752023,-1574.1907053622817
7000,574.1482835185718,962.5027864189598,277.9660722734709,140.97274001642148,,361.1215954435441,939.9838473007671,157.38893969705381,82.05290795857125,176.72452647785087,140.26123240189048,805.6064339472493,-1675.6740514333555
1076,506.6309102085583,1044.6774613975522,234.39622576996797,105.72832458921923,337.6202658278257,352.21958564387205,876.4994916164868,,69.48071202540449,176.5358426958782,168.80262137452416,957.1337512366069,-1619.262034093378
4301,517.5901096591256,876.5595339686606,257.4054037091789,123.94632743576199,317.0489320869099,449.1593876735946,821.4406440404047,158.11661499343796,89.22210387575213,168.47852320133742,165.2879210840322,709.1510807166909,-1476.1594303756153
6920,534.5916269642561,966.5481893442116,,121.41751800167671,218.7141443931559,294.1244715436706,947.9798179253271,141.8577114348401,78.99764507939803,176.667799180044,152.48466606240447,625.9110958965534,-1609.7581791459374
5335,569.032368419742,984.0186997768865,266.4344999372595,117.07335055722868,299.43152551884555,345.05760554035135,1001.8613132421954,134.48974673326293,80.00584024303788,174.2067028199232,156.12996135568133,774.0272337147636,-1656.0547095423005
7501,583.9819158261009,1050.2138654851576,309.32312292239465,127.18552884095143,254.91742832012167,315.25867946115454,870.1129012523272,151.91154324176506,77.43097830623654,187.721251201726,193.30493002434454,700.5055251801624,-1616.6308696476071
5491,545.1899161934799,950.9132269195557,326.98817230014686,156.60026998238055,230.5784896108614,281.0379016351939,1155.5654206312686,177.482349598157,95.21718294076581,171.61617829374495,139.1333714975096,976.7004231352468,-1825.2104348123635
8375,527.2894609389544,987.196292723316,324.92727980948723,94.53292954500557,258.22291512980524,282.87264261497006,867.1812267270515,132.49633172589978,81.23456901907613,,161.53761115058754,914.3711007071261,-1703.3944129047704
6229,511.22448749111004,923.0789692890324,301.2035036339146,132.9558924898177,266.4902334213689,347.63915137885976,930.5836660540153,148.29619324872368,92.75309619886144,186.31335239310644,187.56688327819865,787.3422746314105,-1613.7377245651303
5885,540.3261822937626,845.6970862196783,314.5672483810894,165.37768318588627,169.00732967293587,233.8938046910707,898.6067632717136,166.34575389717227,83.08809541980527,202.112436923534,170.7162905433202,779.3003555814892,-1541.5848151688324
8124,548.4619203479946,902.1437867790222,255.90049567284152,125.71648370673579,255.20200037948817,284.80455746802903,897.7344758416782,207.1776479404753,83.29812155518756,206.2522423007236,160.21038515349082,773.1771013937246,-1502.8261493738396
8297,545.6918019791797,977.2523702207536,302.9286100094315,112.08934776392813,173.8699609980074,384.4530291217803,982.5771161656697,179.890610448936,77.98202364188252,148.16500955997748,146.83480180234886,726.4138468969161,-1717.3161826903677
1145,524.590289360167,920.4117159762599,266.2881783633208,131.17384967187485,278.8447142883101,326.0814806949509,870.2295996689442,118.14845733538573,85.99343876840365,186.33584027465233,187.93432853446075,748.8679257061082,-1534.4901297958004
8541,523.3724210925029,900.7664423110879,,128.71191905139787,193.93195477386206,344.53036498106405,961.4168665777328,170.81063259998746,89.42351437155155,187.6436261268055,160.7397997367437,915.9376077056387,-1710.057724793764
8205,538.9822154177148,924.9344490818683,323.6167063796454,111.79912637053788,231.84536385860955,384.0308390553255,824.7538655298017,158.6380189244595,98.10289372454282,183.1411197779215,179.09897037043973,800.497076445832,-1630.27055268836
8581,530.8966579574579,989.1458445110538,269.3193860479337,118.73779640412,301.6385900517142,,930.6042155338707,166.31735835520487,90.15684100880091,177.1295700590791,141.93321368333207,803.5290619088678,-1629.7774673806205
1429,533.5104423457184,880.9240776670384,315.93019809319276,142.43063512243756,242.43594840896802,360.04679002758326,948.3621129079311,161.74023662848356,79.6779414837246,178.0686312513335,180.68581920549644,682.7991940227776,-1560.9603079648173
1988,559.031186876218,951.8201886027981,275.9567196782379,117.19296227759305,186.59979502045815,458.23265394332316,956.9500874675542,147.83070547603933,76.45016675869084,192.4942823410426,155.99968447323863,829.2707562247597,-1786.275683176923
7083,516.5974606803886,826.9236688949728,224.50844220252264,125.59542961272149,248.07686057913472,317.42734115875356,887.9631681885794,181.6185439506686,86.82359658209525,169.52433917272543,163.80437245066219,799.102921588869,-1445.9149803932073
9628,579.8817269457807,960.3506814353105,253.2254072963536,99.4880890248933,240.4031459760052,291.57502069843184,978.3466392412736,184.1593153244037,81.66376215005627,145.85431955037524,,838.5716803669786,-1595.4789764507636
2425,553.5441272870975,889.5714713045489,302.49067615743417,113.75089903048554,233.09005005821808,,962.1899839959954,188.33160048984618,88.7920732943575,213.79359425337896,153.02211484233482,611.6196498105594,-1553.1065133207335
5920,,928.0024180833842,297.14443836586446,128.42172426128954,239.23057305711416,414.94652208105674,887.1209791758353,145.95274026441143,87.38077528198338,194.49101240008937,153.96483694449626,632.8828163149938,-1618.1684841805402
8644,529.4037900522311,909.1757212807657,323.1235519921172,135.55259463579603,265.9958234313277,251.93381771917984,894.2095449963366,135.87440705296396,92.87756255109642,189.74114191954382,161.81915354052737,669.0617296385001,-1525.8614296420315
8955,513.4593283276241,1020.9114076544278,295.6434985335367,104.1559482954032,,360.06714915512566,952.2182710636781,172.93984355092726,93.1114458954702,176.5559348573134,164.75383721568693,700.6912912546429,-1732.1566248372242
7136,535.2727616331362,946.5825337045086,286.98517833369095,,217.40477513765882,260.08508524925617,907.4499486412496,193.49478933195002,86.62865405896213,177.18252155970524,177.33969089577883,728.548701185978,-1532.8159858161096
4734,530.546637671302,985.7597990005444,269.4760591818645,96.44029281139645,301.45937835187533,267.67936174147195,906.5044799493903,,84.974633878061,179.00962947654014,171.29006390902504,804.3432866591645,-1557.3840262809802
5598,518.50195293583,921.7837273064183,212.92822891615276,136.32126685608355,293.9318974098435,471.72965936527964,927.3740675429747,170.25245002441613,80.53070098987867,191.03012270507816,152.59527427616064,904.9731590723588,-1646.9981606611493
984,531.7718949710501,902.643603637913,227.03338108193503,101.64488565613897,227.90414322489855,349.9177924741886,806.9642901271304,181.91047174758194,79.77060223259107,202.97564374652373,173.03466048377152,792.0744648987186,-1512.0061209116384
7766,557.6413357137824,935.5944073030649,308.9445059673641,110.07289258993814,224.12189214408673,405.96378918839923,911.9925270794874,157.99575767299314,85.26447755632036,178.45581497794697,143.55572307825364,722.4890146153732,-1674.07285844965
8476,541.6135298528843,860.4976066230647,313.0445593540043,107.45619958690433,206.25715013399912,431.12125371011126,802.5765561296946,163.9900078144524,103.86614426718968,202.58363315851662,173.92055607036474,822.7425844140563,-1640.017525785921
4394,563.6505823469787,965.9079748494977,278.279326566675,131.40878610402808,241.81488635735028,359.1438255947041,840.8957583619017,205.92458888373957,84.58736107378479,189.59119137926749,143.35140261300918,794.6829312472388,-1590.96088221333
1565,552.7891305412606,1008.2590526220308,311.4493017339681,115.78994653161203,206.22737544253886,349.0805611307147,1008.3252712631511,210.64610139902777,92.27208936747213,202.02684099216305,157.42521227819162,749.8287954649995,-1749.7849864273396
3991,565.5280999223353,887.2678442518109,,106.29950845470867,,178.8560857544388,914.9442674465669,166.53702926108855,90.76670367467901,166.45170269176649,155.8602026944456,,-1493.2187057572946
6632,527.4573533803651,1012.7762047538433,313.78301211982534,82.02400549365848,263.5773754477287,353.39790616226253,802.3082357971263,169.24825149309694,89.35496643340535,181.54503269085913,173.13198310167866,870.8257844995019,-1659.9125338472288
2432,514.3479529459412,,240.81865211361847,142.81587039917906,178.6183670590259,248.98616543772573,,,85.62924361725374,228.07719071809942,167.07419330467948,650.726137580264,-1513.6348053938882
1916,534.6092150592976,892.3048435988031,325.15998895090326,132.33092446673513,240.42512454493354,249.50566094794314,749.7330933776157,169.31172128374794,78.61920784601166,196.63998089558314,157.40228708006538,861.7486340710816,-1498.8013663026754
9575,550.9762510937055,933.695991487083,277.63196204519954,118.86371344156456,200.72737959479977,359.4633920358267,952.6081861626227,130.61865784630513,90.60920749146803,193.0779282064882,,914.8950073063588,-1748.135513838387
3268,546.0187657190041,1009.5214902467836,279.5353492396325,94.65003090079526,232.36009489398708,282.9130183492023,895.1570329799354,186.68240203470657,89.66447949114243,196.4156430829528,141.2286886459246,848.1273902038907,-1675.3206874182415
1683,527.6988111475407,,362.1330651405625,117.0066701762579,200.22757176865247,360.2193442474663,984.8035304464487,150.15399287945067,96.47189630815949,200.21201996158575,153.7778883804047,,-1749.7339590360828
9899,538.6210622017942,966.5378211491029,336.92606380759264,108.78831284394894,246.4874856865406,302.2894366807977,908.5308876786258,175.3773953179327,90.36216859858948,185.79897785344136,155.41465613520197,785.3104260425266,-1652.3527325683212
113,550.0469738123188,907.5787421893876,248.3160026479621,94.7896237531261,258.4148505811543,361.55036638261595,853.2555687348271,184.90071117427962,90.97710274282294,187.19119983852443,168.96979889384053,859.6934097798595,-1563.793810179859
2875,559.3958453058307,939.0720398180985,288.1492734669403,112.2975164141621,232.96215469872112,372.9943756236593,962.3802144499492,200.05963082834944,84.37457806764895,187.65984682252352,143.75415285000435,831.9847905452656,-1682.0971173821865
2699,546.3804436539291,929.0973991990631,300.1267285947366,99.09939755997334,256.39261285972265,279.5915969941994,891.4202057010546,167.88835505760653,87.31573970983834,166.29167981640435,165.5273760763739,769.1776335068851,-1548.0791209088222
9312,528.7640577123892,912.5408492572885,245.0381820329379,108.35300130351906,195.4740828001293,261.4524902350918,893.4625626459351,125.85741505702512,88.52897159129985,167.80084538547715,158.65753022124107,630.4061448786821,-1516.854576835829
6908,528.2024998874044,955.3580010345953,231.26167321976766,116.72656076844248,165.08557365808264,362.92330943878983,910.4434715273566,208.77610888966746,91.40309252270107,209.77925342069022,163.50691198754058,827.7882415269831,-1675.3024592160787
620,507.0623252832116,,268.4175887811621,105.50004691044728,244.51846613879022,374.1064599872752,982.8645764610405,182.05487390446103,95.49604821571054,172.90106559141603,178.7430188822305,933.3476904917628,-1652.9708762540795
5099,531.1516346001915,943.9062968888378,332.549884851738,124.46025300905265,236.95260134000466,355.8724570904911,807.0987074118361,154.969528783595,93.014619867887,210.1338497442872,148.32320678954778,806.8213168324774,-1658.6494990261504
1994,519.4697016874062,975.9324921729695,292.08608289456697,153.0010556809379,221.8686202645187,340.0796011915142,907.7958795972038,149.93897548931525,88.05531354395247,175.68748248791195,150.43614316213535,857.3331064147507,-1691.7737065292397
1836,566.7521683467817,954.3435668842916,303.7319740632254,111.52306578413305,266.84859176541977,299.20758887902514,1011.7205754018963,169.92976073983348,97.48905282089106,179.04160740590606,167.81232297127087,982.924643901433,-1728.9638037588197
9847,539.5906006019311,948.4638318057297,267.77520419216114,131.32747347383838,244.9212718052909,164.5617450725162,969.1430902484448,175.00481408236078,98.03185475390487,166.2439959281807,152.12429838204736,879.0655064213327,-1568.4594021041387
1519,564.1302890034328,1006.1240843039693,317.49321384937076,120.54568766629545,295.25471977152364,389.55667724927866,1023.0958399864165,157.62352921590139,79.28207053277077,197.64669671790557,158.7921605344083,872.3730780102946,-1782.5123699905287
4468,541.695679536382,1002.9800865731863,241.6075588764332,89.03175605259977,269.2248943458246,285.2086046841526,744.4066941236472,197.13297593729064,87.98316585517664,189.23201903511426,142.8293035044673,916.3484791896683,-1548.9666109215989
8765,544.9953836038553,856.5691535912617,337.9328304393346,96.62994993783869,277.5559963085513,322.2276770436808,892.089490328338,158.57957028878408,82.24219272785515,171.5015652939973,143.1162609072818,826.9654147163409,-1572.8959892663956
9738,562.546671778361,904.0415349648669,266.8651302770258,144.6858415525822,281.60018736964133,279.64387513391915,970.3705184525484,195.81969892264803,75.36962485631409,199.50627725391237,159.24328242445,710.781608297392,-1494.202714683508
6360,540.6396176252664,928.0237054895139,246.9685793692824,117.02563074248955,,387.3069763924962,863.7858716229084,162.91467758857243,88.3194992237586,212.35438084644045,164.30459996325092,947.5281946115431,-1661.192313535494
1180,534.0063521512619,1016.3571246546217,265.3725141541604,104.94614978757197,229.49433477927076,438.576113477328,944.8191382264758,160.34231191961834,84.80726759105428,179.3295409693131,151.29110068969376,659.9563382756314,-1710.3577432482195
9061,557.5275691559333,814.7602746366385,247.54747851084275,139.68508680223343,247.321187466354,305.9800105175436,766.5358909324863,171.6069117798782,93.61524262672742,188.19814116448342,188.86934652584713,698.9355793441549,-1346.5374239440662
9910,530.4347135191326,,284.491545732929,,271.7465881667079,323.7884017113506,1003.3788646632938,167.54078700217153,97.23977719874031,164.2591232590406,151.03231333112106,680.1307017322328,-1570.4084192704265
9774,532.9892376898382,912.5667268984117,250.72059354474226,117.45986138967532,258.54141762353174,307.2192545307156,823.0280929366771,149.18344993581098,80.34888740466891,184.7956291264335,151.9538093962146,888.7356520755188,-1549.4508355735743
5834,503.1764969382479,1014.6200486153504,277.5435776374764,94.98622149234303,180.50080284255398,255.28737202706614,947.0135473792124,154.7516807815491,83.580185452678,177.3751418261424,131.6129164795578,670.895577800193,-1672.350533472736
5423,515.5648454155271,897.2473433355996,222.74898907325408,114.30689445190605,277.95426201324995,368.1396633474212,1036.104581883907,149.4343468416222,81.930108780465,,160.67678855784263,837.9042282967539,-1632.9606580373056
5115,,1005.26659785957,237.88868045373752,118.0909901875578,239.02233049918394,358.5407348548237,804.4998061331798,178.6957508893907,75.22004764255534,196.0793425201939,163.97902406087525,858.0576875999486,-1607.4174075630467
1388,486.4724023820341,1019.1023031926377,255.60935093918502,131.13729067478184,287.34600926715086,378.43068992475946,978.573764113908,177.1158648376107,83.55050770778973,179.32991665981726,148.85694872695058,725.254336991419,-1652.996132559405
5346,573.1055841733765,984.0499979241254,293.66649268093,101.99651327920978,333.6081347111208,390.02884893419446,925.2136563814431,164.1379014792208,93.8864174258724,184.10400569705814,140.03491020181644,1000.8650212069525,-1732.7402673155473
1686,528.3156511840625,970.3245541269434,290.7189213083871,142.28589834254566,173.98681656293178,281.9164645045179,975.0942367398729,183.31809873122177,85.06472024958471,176.10143603761503,170.6922405469957,855.3981089453323,-1689.3797736460024
9592,541.440342258156,889.7142042685324,275.8098306838245,113.3500378246528,239.31019543070312,302.3855636081428,945.4642701052204,,82.30072171830521,195.35385899724375,151.05965859924578,969.1582010836033,-1642.6352422646369
8542,516.371068071142,938.3264505944385,273.85663183527333,135.62755831463218,266.5039208695416,330.6388116067108,807.9514627456767,190.6503759483602,89.4182707478949,197.22501098518063,183.7996285964957,819.8244257993059,-1519.506892690853
9475,559.1084378990001,887.701207847383,289.1667808444705,101.68631900999232,185.7473891639916,373.6605440906738,938.5931677338182,161.01130770281878,84.87072821726849,192.2807695058659,148.91540180059212,696.9579142065461,-1648.7457322365256
3905,515.4214641216515,1011.7456090460078,282.98540785728727,111.35005339225934,215.20101475246645,346.1879193781205,931.8086562638304,173.20064872520743,82.43620223926516,185.58317249846675,177.31085485897177,773.8279976630005,-1686.7871740926516
7767,516.3536304663538,938.9679851729991,245.42890489165208,113.34693025089621,193.00923040082466,335.35116535061553,863.4013030558818,154.81828239516838,84.74442558979538,155.82688023320696,161.18647486504835,717.5913045908878,-1561.0380700000949
5649,,922.4855695845711,288.24079309708077,109.15750064055193,164.55267168547454,331.7791415391687,925.9245005806372,175.44082987060398,84.07191816370172,157.62025846948404,171.51496941134778,869.3130143339706,-1666.8460370601758
4775,546.4681594882383,814.6695548275733,217.13135352142646,96.7311714897009,322.4101389191525,358.90991962562555,906.2175084012446,148.10010214751094,92.59875428212965,173.78838395499133,156.9072533435161,985.5651950551163,-1525.9492480620518
7671,541.8852170667594,892.7392831624566,256.6000735733152,116.91307307507644,222.10881905433152,238.3176065176653,823.98926919768,201.61698645891303,87.39742764795461,166.25769136602557,165.81259628976218,945.0542754716735,-1492.9964024710198
9348,535.0368147876662,1051.004316996233,227.88117271053414,80.1749123116197,279.2530533275516,363.2423586890078,930.9443228558185,156.30346323690117,76.2909915848202,178.74473191581544,152.0189622919817,569.4649219711744,-1592.616065625441
2448,548.9709775050063,951.4980455088385,205.7750463471563,98.13365617962444,222.9621019548619,276.64986364353143,,180.22227545459555,96.3478214863003,173.77854096676165,146.31299456163384,829.6429367184159,-1551.0494460831187
7132,534.4943179831872,945.526400854905,242.61406739148657,123.21979787745181,241.65099935831367,312.1789865703098,879.9217461872145,165.70302265145787,87.73446476574726,179.1475224492532,168.53925548367158,716.0922193944931,-1527.580888145106
7788,540.4225771146512,952.5108647921872,303.4195537111277,141.88486171430984,277.83579652907815,282.62179988709676,1010.1107303689704,147.88636158597762,85.335603086371,175.5636330784695,161.13435803142318,839.6043162003856,-1652.0078101689683
7812,538.0367724373388,999.6789856005845,289.4304112643538,134.6001094944724,323.35534937565524,295.42418174708337,970.3266092179578,176.6270116038594,77.2665813046736,174.32034570519843,,991.6439786535423,-1655.4571664953482
2059,502.0701013363164,986.0182000464764,274.41364817304964,87.84538561695456,305.7337040750913,427.2101083345892,,180.9319209796225,94.0014197027932,194.10694473379291,163.6393163768185,657.8572082938059,-1627.9365259244569
8927,524.1371941057995,,248.1369534784002,154.0870845033229,291.7444337230946,247.85692395364228,919.3978973943106,174.42445134374853,87.74846613014438,177.8899515823812,156.98286065150373,750.7742994510392,-1479.2115068326716
3295,567.638116773382,891.449579418106,254.79296492609615,142.28944488737972,264.7449125537782,281.70249306869334,741.4549129727793,150.0024473603921,84.44788482341988,177.68154853709666,169.90374831612635,742.2052413051947,-1392.7558162445441
8544,519.1164060782892,880.0512998745899,237.81878698134062,105.40522734074774,314.06439838808035,332.8006156876395,970.2905558360918,,89.29036037955021,186.41317021704847,145.19049913325614,852.5733442702402,-1568.3932828574186
2809,557.0362884061666,928.5522642105701,279.40050493471387,106.10552840814287,245.46507206926674,266.2947088849992,710.6344294913218,165.2163836630784,95.71417548235772,198.8345074977631,149.46557307542562,749.7999694842038,-1470.8362635410053
7171,567.2158138512515,925.3371080494782,265.89836843727966,139.0518097305208,227.8342649397619,342.44373336370614,,185.98455883575315,92.50551532647357,,187.70281505808396,841.0163718843489,-1629.773234805666
9158,542.9511692046924,864.7259450116335,267.51509475087676,108.75007990212083,268.4018591556174,,828.1914733795174,145.99906114797656,,164.006041107604,163.78939158188956,907.5600022607185,-1496.1818185622092
6073,561.9651842521489,927.7404751820932,233.22062110589548,128.9779647048761,226.03302598208435,368.84412958912554,947.38064150852,189.0275353854876,93.32528015363886,167.90622474238842,142.8716757397653,,-1660.3249166502778
9337,554.281744889057,830.7534000919405,306.12836461989923,80.49611527363729,209.8516512155112,315.60270398222724,968.1819388395226,172.3631540931903,86.90469582721995,180.20785381677916,156.5883538128495,698.1848402689112,-1570.6929081469455
4647,535.8996748822249,1046.598317100994,,93.53002529983854,197.7881110027196,238.59499875840163,847.3063547237091,175.429408855398,100.4805808503346,179.54339128933614,192.07379416186728,,-1664.160693258379
6192,515.3511028486062,989.9965779008012,307.20481283284346,133.3039553060742,219.4150556293589,340.46179567469113,958.4617871341136,141.11504864601932,81.66603566952148,167.40295412468612,162.7646721696475,,-1719.4161543961898
5957,,929.8314249960914,264.094345106359,111.95456673903102,289.9869652103689,,992.3410914927563,139.00606778549889,67.3799395739833,180.0417885329326,155.57921732196505,681.4967811112596,-1578.3323687790476
2578,515.4016088450319,945.4717169877732,262.2852181700157,95.94701318849337,281.07857651631474,,987.2583496576358,127.45424004481707,88.87861322949897,207.11623297621773,150.0835339644159,776.7438144053486,-1714.5771550892644
5382,563.5002084590632,923.8753129885848,219.11904558275495,79.87939914710805,280.73828433316066,334.3811236110972,808.5996344214351,150.8560346218892,,193.24337971159653,130.45780523233094,738.185471304171,-1515.5877645021274
3547,560.6115561306517,1022.2903588083634,,122.41972614961858,294.12594895684254,324.4955636940477,1064.137253910818,180.58939360386816,86.83384756420789,194.40253885495287,152.23031273262126,745.3500075884082,-1689.4962147128392
1366,560.7610448213528,913.7163889523872,271.81465583108667,125.36457013888985,261.87869098594723,338.14901246023186,774.9102753674476,147.18514190415664,90.3925689890507,169.0134527437396,168.68070595553775,994.033548148921,-1574.8268846578378
998,532.5732406688797,955.5028880313595,228.68154491193047,137.13101398311397,245.75875876069367,421.3360492010948,853.1601193819712,159.62030136223598,87.68558105732633,170.02666084539072,159.93013872298212,923.6552657847687,-1645.982442150296
